Loan ID,Customer ID,Loan Status,Current Loan Amount,Term,Credit Score,Annual Income,Years in current job,Home Ownership,Purpose,Monthly Debt,Years of Credit History,Number of Open Accounts,Number of Credit Problems,Current Credit Balance,Maximum Open Credit,Bankruptcies,Tax Liens
10749,10749,0,403722,1,724.0,1162230.0,2,2,0,26246.98,16.0,11,0,351994,653180.0,0.0,0.0
10750,10750,0,222354,0,704.0,1574663.0,4,0,0,22911.53,17.0,8,0,345002,498102.0,0.0,0.0
10751,10751,0,64504,0,735.0,557061.0,10,1,0,8987.19,18.0,6,1,180443,264484.0,1.0,0.0
4490,4490,0,205480,0,700.0,2017230.0,7,0,2,12355.51,17.0,10,5,144153,257994.0,0.0,0.0
10752,10752,0,211068,0,750.0,1151286.0,10,0,0,12951.92,20.0,8,0,321252,1127170.0,0.0,0.0
10753,10753,0,494010,0,726.0,1454507.0,7,1,0,4727.2,17.0,6,0,220818,913132.0,0.0,0.0
10754,10754,0,534820,0,719.0,1077718.0,2,0,0,26853.27,17.0,8,0,221597,706816.0,0.0,0.0
593,593,0,550770,1,715.0,4090719.0,8,0,2,40566.14,25.0,14,0,605226,1101848.0,0.0,0.0
10755,10755,0,76406,0,692.0,1319892.0,0,1,16,39046.71,17.0,13,0,365731,510818.0,0.0,0.0
10756,10756,0,353254,0,664.0,2343840.0,10,0,0,25782.05,27.0,11,1,255721,548350.0,0.0,1.0
10757,10757,0,448404,1,725.0,1355403.0,10,0,0,9724.96,17.0,11,0,218196,295856.0,0.0,0.0
10758,10758,0,66308,0,677.0,648907.0,10,1,0,8327.51,15.0,4,0,148086,190102.0,0.0,0.0
10759,10759,0,657998,0,659.0,1300265.0,7,0,0,20587.45,17.0,11,0,264290,443498.0,0.0,0.0
10760,10760,0,270512,0,707.0,1168158.0,4,0,0,23557.91,38.6,7,1,107502,265980.0,1.0,0.0
10761,10761,0,224708,0,744.0,1179653.0,2,1,0,16416.76,42.6,7,0,522424,1011560.0,0.0,0.0
10762,10762,0,336600,0,743.0,1511640.0,7,0,0,11009.74,12.0,7,0,295830,641476.0,0.0,0.0
10763,10763,0,30492,0,672.0,488908.0,0,1,3,6722.58,9.0,3,0,15447,82764.0,0.0,0.0
10764,10764,0,346962,1,682.0,1310981.0,5,1,0,34085.43,16.0,16,0,416195,890802.0,0.0,0.0
10765,10765,0,356400,0,740.0,913786.0,0,1,0,7523.43,15.0,3,0,352032,699160.0,0.0,0.0
10766,10766,0,435688,1,621.0,1089099.0,0,1,0,8204.58,18.0,21,0,177289,289938.0,0.0,0.0
10767,10767,1,503096,1,706.0,1286357.0,0,1,0,16636.78,24.0,14,0,406524,917576.0,0.0,0.0
10768,10768,0,262922,1,731.0,1986830.0,7,0,2,10695.67,19.0,17,1,185060,1770890.0,1.0,0.0
10769,10769,0,157476,0,725.0,699466.0,6,0,0,10783.26,25.0,12,0,444790,959068.0,0.0,0.0
10770,10770,0,235356,0,737.0,580773.0,2,2,0,5275.35,9.0,7,0,123899,235180.0,0.0,0.0
10771,10771,0,303424,0,635.0,879852.0,10,0,0,5836.23,37.0,8,0,240996,341132.0,0.0,0.0
10772,10772,1,216172,0,735.0,2053634.0,5,0,0,16394.91,12.0,19,0,212515,465168.0,0.0,0.0
10773,10773,0,347886,1,736.0,439394.0,2,1,1,995.98,17.0,6,0,0,0.0,0.0,0.0
10774,10774,0,322476,1,690.0,761235.0,10,0,0,7295.24,21.0,10,0,76855,312224.0,0.0,0.0
10775,10775,1,269522,0,7420.0,1824190.0,7,0,0,25082.47,39.5,12,0,354749,833184.0,0.0,0.0
10776,10776,1,326766,0,723.0,1128828.0,10,2,0,12699.41,14.0,12,0,171361,255024.0,0.0,0.0
10777,10777,0,421366,1,652.0,1587298.0,10,0,0,34523.57,13.0,13,0,339302,472780.0,0.0,0.0
10778,10778,0,216414,0,742.0,1606222.0,1,1,0,36139.9,22.0,14,0,392901,775038.0,0.0,0.0
10779,10779,1,637736,0,7420.0,1103406.0,3,0,0,16551.09,22.0,9,0,274037,1188396.0,0.0,0.0
10780,10780,1,235796,1,663.0,620654.0,6,1,0,10861.35,15.0,6,0,181887,280808.0,0.0,0.0
10781,10781,0,562100,1,670.0,2427250.0,5,0,0,37824.63,17.0,15,1,355338,469678.0,1.0,0.0
10782,10782,0,362098,1,722.0,1154079.0,10,0,0,14522.27,17.0,16,4,262732,570768.0,0.0,4.0
10783,10783,0,87142,0,738.0,1505256.0,10,0,3,24460.41,17.0,6,0,19380,113344.0,0.0,0.0
10784,10784,0,49478,0,727.0,1568089.0,2,0,0,19339.72,14.0,15,1,162165,206558.0,1.0,0.0
10785,10785,0,120956,0,705.0,712215.0,10,1,0,6766.09,16.0,7,0,109725,162668.0,0.0,0.0
10786,10786,0,692054,1,693.0,1336650.0,10,0,0,32636.68,22.0,11,0,988456,1257718.0,0.0,0.0
10787,10787,0,203478,0,747.0,1283070.0,4,0,0,17962.98,18.0,17,0,157928,1486716.0,0.0,0.0
10788,10788,0,223300,0,731.0,617120.0,0,1,0,5348.31,11.0,13,0,182818,238942.0,0.0,0.0
10789,10789,0,439120,0,745.0,1479036.0,6,0,0,23664.5,14.0,10,0,313747,566742.0,0.0,0.0
10790,10790,0,206382,0,750.0,1745283.0,9,1,0,1599.99,6.0,7,0,61408,1077208.0,0.0,0.0
10791,10791,0,222904,0,734.0,962540.0,7,1,0,8181.59,14.0,5,1,111245,175978.0,0.0,1.0
10792,10792,0,226952,0,741.0,560025.0,10,2,0,11900.46,17.0,11,0,396834,559680.0,0.0,0.0
10793,10793,0,538186,0,744.0,1301405.0,4,1,0,25269.05,10.0,7,0,435043,542212.0,0.0,0.0
10794,10794,0,151910,0,736.0,1218204.0,3,1,0,20506.51,5.0,8,0,71117,104126.0,0.0,0.0
10795,10795,0,312598,0,739.0,1538791.0,10,0,0,28980.51,27.0,22,0,646798,1043064.0,0.0,0.0
10796,10796,0,266002,0,745.0,1722996.0,1,0,0,24552.75,20.0,10,0,467096,716386.0,0.0,0.0
10797,10797,0,217074,0,737.0,937365.0,6,0,0,12185.84,25.0,15,1,255322,413490.0,1.0,0.0
10798,10798,0,768702,1,682.0,2276124.0,2,0,2,18284.84,12.0,11,0,436164,823856.0,0.0,0.0
10799,10799,0,690778,1,720.0,2499982.0,10,0,1,12520.62,17.0,7,0,638058,1771704.0,0.0,0.0
10800,10800,0,65780,0,744.0,2178008.0,5,0,0,18331.58,15.0,8,1,25973,142494.0,1.0,0.0
10801,10801,0,130746,0,699.0,846887.0,9,0,4,21665.89,13.0,11,0,316597,440088.0,0.0,0.0
10802,10802,0,173976,0,697.0,2347697.0,10,0,1,55170.68,27.0,17,0,644499,849002.0,0.0,0.0
10803,10803,0,64658,0,696.0,558486.0,4,1,0,14986.06,10.0,6,0,42465,58168.0,0.0,0.0
10804,10804,0,353760,1,733.0,954750.0,9,0,0,18856.36,21.0,7,0,293113,526174.0,0.0,0.0
10805,10805,0,185636,0,745.0,801610.0,4,0,0,19839.8,14.0,11,0,162412,345070.0,0.0,0.0
10806,10806,0,348898,0,741.0,847476.0,0,1,0,10805.3,27.0,12,0,447355,1009734.0,0.0,0.0
10807,10807,0,453816,0,747.0,2799555.0,10,0,0,53424.77,13.0,13,0,595042,922350.0,0.0,0.0
10808,10808,0,313830,1,700.0,967955.0,7,0,0,9437.49,15.0,8,0,176814,361064.0,0.0,0.0
10809,10809,0,543730,1,631.0,1408755.0,4,1,0,18196.49,15.0,15,0,120821,178420.0,0.0,0.0
10810,10810,0,546260,1,692.0,1322875.0,7,1,0,12567.36,10.0,9,0,107369,276892.0,0.0,0.0
10811,10811,1,332574,1,6800.0,821465.0,6,1,0,16361.09,25.0,12,0,238944,388036.0,0.0,0.0
10812,10812,0,708158,0,734.0,2465459.0,4,0,0,49925.54,16.0,10,0,758157,6138946.0,0.0,0.0
10813,10813,0,309254,0,750.0,983041.0,10,0,0,10076.08,14.0,8,0,318459,786258.0,0.0,0.0
10814,10814,0,197714,0,748.0,2276808.0,1,0,0,26183.33,16.0,11,0,538726,1278266.0,0.0,0.0
10815,10815,1,768702,0,716.0,1972637.0,8,0,0,39124.04,46.2,11,0,498560,896412.0,0.0,0.0
10816,10816,0,66880,0,692.0,1155162.0,0,1,3,1001.11,8.0,2,0,3268,20042.0,0.0,0.0
10817,10817,0,237732,0,735.0,970615.0,5,0,0,8250.18,19.0,6,0,114950,175120.0,0.0,0.0
10818,10818,0,260194,0,747.0,786505.0,2,1,0,11181.5,20.0,6,0,210444,483494.0,0.0,0.0
10819,10819,0,202532,0,703.0,1791168.0,9,1,0,11747.13,32.6,22,3,320739,692868.0,0.0,0.0
10820,10820,1,78980,0,706.0,947435.0,8,1,0,14764.33,10.0,9,1,27398,85514.0,0.0,0.0
10821,10821,1,398728,0,7410.0,2200086.0,10,1,0,39234.62,19.0,10,0,204288,434016.0,0.0,0.0
10822,10822,0,173074,0,724.0,1041276.0,7,1,0,18309.16,18.0,18,0,423776,690118.0,0.0,0.0
10823,10823,0,525778,1,734.0,1210889.0,3,0,0,16145.25,21.0,13,0,361931,582846.0,0.0,0.0
10824,10824,1,541090,1,7390.0,2336525.0,9,0,0,28622.36,14.0,10,0,380190,1287176.0,0.0,0.0
10825,10825,0,104940,0,664.0,1150830.0,10,0,0,36826.56,21.0,8,0,310954,395230.0,0.0,0.0
10826,10826,0,218746,0,747.0,1511336.0,6,1,0,20906.84,13.0,16,0,174971,306042.0,0.0,0.0
10827,10827,0,322014,1,697.0,648907.0,9,0,0,18764.21,11.0,14,1,365769,560208.0,1.0,0.0
10828,10828,0,312818,0,750.0,1125636.0,7,0,0,10130.8,23.0,9,0,179151,901868.0,0.0,0.0
10829,10829,0,191202,0,737.0,473157.0,7,1,0,11276.69,7.0,12,0,201248,442992.0,0.0,0.0
10830,10830,0,245168,1,709.0,1162800.0,3,1,0,5426.4,8.0,8,0,102106,150436.0,0.0,0.0
10831,10831,0,206250,0,746.0,1593682.0,6,0,2,18327.4,9.0,12,0,104196,438680.0,0.0,0.0
10832,10832,0,64724,1,745.0,804954.0,10,2,8,7620.33,16.0,6,0,7790,409926.0,0.0,0.0
10833,10833,0,263384,0,740.0,1478599.0,10,0,0,26368.2,17.0,14,0,324273,588500.0,0.0,0.0
10834,10834,0,337964,0,705.0,2334948.0,0,0,6,13250.79,29.0,3,1,9709,181324.0,1.0,0.0
10835,10835,0,211750,0,735.0,541842.0,4,1,0,9527.36,8.0,9,0,142994,387728.0,0.0,0.0
10836,10836,1,123684,0,6840.0,743052.0,10,1,0,17523.51,19.0,13,1,225796,379478.0,1.0,0.0
10837,10837,0,490534,1,743.0,943578.0,9,0,0,7815.84,26.0,14,0,169632,926486.0,0.0,0.0
10838,10838,0,700832,0,686.0,2269740.0,2,1,0,40855.32,28.0,12,0,509694,652850.0,0.0,0.0
10839,10839,0,53284,0,744.0,268470.0,0,1,9,192.28,12.0,4,0,3553,241626.0,0.0,0.0
10840,10840,1,397672,0,750.0,799444.0,4,0,3,15722.31,41.5,9,0,472454,5946204.0,0.0,0.0
10841,10841,0,174196,0,737.0,658160.0,10,1,0,11791.78,15.0,7,0,210463,359964.0,0.0,0.0
10842,10842,0,143374,0,724.0,444334.0,10,1,0,6109.45,11.0,6,0,92777,136312.0,0.0,0.0
10843,10843,1,321992,0,720.0,1445995.0,10,0,6,28317.22,15.0,16,0,526623,723338.0,0.0,0.0
8633,8633,0,447744,1,719.0,1033049.0,6,1,0,12396.55,17.0,6,0,74727,259842.0,0.0,0.0
10844,10844,0,575366,1,678.0,791293.0,6,1,0,11981.59,10.0,7,0,559189,670956.0,0.0,0.0
10845,10845,0,780626,1,690.0,1829909.0,2,0,2,20739.07,13.0,8,0,750614,1399552.0,0.0,0.0
10846,10846,1,234102,0,724.0,899669.0,2,1,0,19792.68,13.0,15,0,166877,268752.0,0.0,0.0
10847,10847,0,112332,0,730.0,892525.0,3,2,0,10263.99,18.0,10,0,115843,191048.0,0.0,0.0
10848,10848,1,374946,1,721.0,1830384.0,3,0,0,46979.97,19.0,17,0,538517,820446.0,0.0,0.0
10849,10849,0,393404,0,736.0,1342692.0,2,0,0,18909.37,17.0,19,0,259730,976404.0,0.0,0.0
10850,10850,0,160886,0,717.0,529283.0,3,0,1,943.92,10.0,4,0,12122,43846.0,0.0,0.0
5585,5585,0,414018,0,636.0,3855100.0,7,1,4,9188.02,19.0,8,0,304627,655622.0,0.0,0.0
10851,10851,0,320386,0,716.0,1825406.0,1,0,1,41527.73,27.0,19,0,588278,1292522.0,0.0,0.0
10852,10852,0,286286,1,708.0,855855.0,3,1,0,13836.37,7.0,10,0,216695,345620.0,0.0,0.0
10853,10853,1,282326,0,676.0,677312.0,0,2,0,17666.39,14.0,5,0,488490,578358.0,0.0,0.0
10854,10854,0,174086,0,692.0,840009.0,10,1,0,9590.06,11.0,12,1,111720,325050.0,1.0,0.0
10855,10855,0,456698,0,730.0,1063392.0,3,0,0,9836.3,12.0,6,0,205656,382844.0,0.0,0.0
10856,10856,0,176814,0,718.0,887566.0,2,1,1,10428.91,11.0,12,0,148200,667678.0,0.0,0.0
10857,10857,0,473858,0,733.0,924407.0,5,1,0,21261.19,15.0,7,0,418076,492976.0,0.0,0.0
10858,10858,0,429572,0,655.0,1242828.0,4,1,6,7560.48,6.0,4,0,44859,214610.0,0.0,0.0
10859,10859,1,324126,0,727.0,3079197.0,5,1,0,46444.55,14.0,23,0,162944,367048.0,0.0,0.0
10860,10860,1,571274,1,734.0,1550856.0,8,0,0,32180.3,19.0,20,0,597588,1971332.0,0.0,0.0
10861,10861,0,242528,0,718.0,1142508.0,1,1,0,11329.89,8.0,12,0,140505,650782.0,0.0,0.0
10862,10862,0,392392,0,748.0,1742832.0,1,1,0,28321.02,22.0,8,0,278407,1800920.0,0.0,0.0
10863,10863,1,126280,0,7070.0,1119632.0,3,0,0,27617.64,10.0,10,0,322050,427152.0,0.0,0.0
10864,10864,0,286110,0,744.0,1167360.0,2,1,2,2723.84,8.0,7,0,36841,198440.0,0.0,0.0
10865,10865,0,129272,0,698.0,1228046.0,10,2,0,16476.23,32.0,16,1,147858,582362.0,1.0,0.0
10866,10866,1,197384,0,6990.0,582825.0,3,0,0,16367.74,17.0,10,1,190114,222596.0,1.0,0.0
10867,10867,1,341374,0,727.0,1118644.0,1,1,0,10067.72,22.0,11,0,279186,1049576.0,0.0,0.0
10868,10868,0,69520,0,698.0,1061226.0,10,1,0,955.13,26.0,4,0,24434,233750.0,0.0,0.0
10869,10869,0,109142,0,714.0,1602251.0,9,0,2,21496.79,16.0,11,1,111682,248688.0,1.0,0.0
10870,10870,0,548900,1,690.0,2465060.0,4,1,0,16824.12,15.0,6,1,154527,206360.0,1.0,0.0
10871,10871,0,697290,0,736.0,1343471.0,6,0,0,28212.91,18.0,16,0,550639,900526.0,0.0,0.0
10872,10872,0,388168,0,747.0,1346644.0,1,1,0,15374.23,12.0,10,0,396150,885500.0,0.0,0.0
10873,10873,1,284240,1,7290.0,1394790.0,4,0,0,21317.05,16.0,13,0,353552,755304.0,0.0,0.0
10874,10874,1,221760,0,7210.0,478800.0,10,1,0,7062.3,8.0,5,0,162279,223960.0,0.0,0.0
10875,10875,0,112596,0,698.0,1166790.0,10,1,0,15848.85,28.0,4,0,44251,69828.0,0.0,0.0
10876,10876,0,464310,1,672.0,1012035.0,2,2,1,9867.27,11.0,3,0,108034,139326.0,0.0,0.0
10877,10877,1,537086,0,735.0,1391522.0,0,0,2,4812.32,9.0,9,0,153064,973808.0,0.0,0.0
10878,10878,0,310860,0,725.0,1188089.0,10,0,0,14851.16,23.0,7,0,19,0.0,0.0,0.0
10879,10879,1,435292,1,7110.0,1052619.0,1,1,0,19561.07,11.0,15,0,334685,764368.0,0.0,0.0
10880,10880,0,200090,0,714.0,979184.0,10,0,0,19665.0,13.0,16,0,247551,868626.0,0.0,0.0
10881,10881,0,247038,0,751.0,645601.0,3,2,0,882.36,22.0,8,0,29374,871904.0,0.0,0.0
10882,10882,1,184514,0,722.0,490295.0,7,2,0,12380.02,10.0,8,0,131233,216150.0,0.0,0.0
10883,10883,0,526592,1,725.0,1678023.0,2,0,0,36496.91,22.0,11,0,648223,814968.0,0.0,0.0
10884,10884,0,446028,1,678.0,1444532.0,10,0,0,20584.41,15.0,18,0,573819,1186482.0,0.0,0.0
10885,10885,1,622028,1,6970.0,1911780.0,8,1,0,44926.83,16.0,15,0,680846,944108.0,0.0,0.0
10886,10886,0,224906,0,733.0,1845261.0,10,0,0,18145.0,22.0,23,0,395770,816882.0,0.0,0.0
10887,10887,0,58410,0,738.0,1441321.0,9,0,2,20539.0,14.0,10,0,212439,253088.0,0.0,0.0
10888,10888,0,753830,1,692.0,1488080.0,5,0,0,36457.96,26.0,19,0,615239,1477982.0,0.0,0.0
10889,10889,0,678876,1,654.0,1325117.0,10,0,0,32465.49,17.0,11,1,187872,242792.0,1.0,0.0
10890,10890,0,337986,0,718.0,1128676.0,8,2,0,7552.69,11.0,18,0,185991,692494.0,0.0,0.0
10891,10891,0,149446,0,744.0,1036317.0,2,1,0,15112.98,13.0,10,0,43681,648516.0,0.0,0.0
10892,10892,0,358270,1,721.0,1489049.0,9,0,0,29408.58,15.0,11,0,361627,776864.0,0.0,0.0
10893,10893,0,171754,0,734.0,1335035.0,10,0,0,9156.1,21.0,5,0,125324,156046.0,0.0,0.0
10894,10894,1,440418,1,716.0,1746594.0,10,1,0,27654.5,23.0,11,1,163818,368302.0,1.0,0.0
10895,10895,0,110242,0,714.0,1015949.0,10,1,0,10244.04,16.0,8,1,13813,82038.0,1.0,0.0
10896,10896,1,526482,1,744.0,1382782.0,10,0,0,32610.46,20.0,9,0,600039,1277188.0,0.0,0.0
10897,10897,0,366564,1,682.0,1117314.0,2,1,7,11452.44,17.0,16,0,189772,676126.0,0.0,0.0
10898,10898,0,326700,1,700.0,645449.0,8,1,0,10219.72,23.0,6,1,128212,179300.0,1.0,0.0
10899,10899,0,392436,0,724.0,1251682.0,0,1,0,15333.0,17.0,14,0,239457,580052.0,0.0,0.0
10900,10900,1,179256,0,731.0,1141748.0,1,0,2,17126.03,14.0,10,1,42636,308528.0,1.0,0.0
10901,10901,1,222926,1,608.0,1155162.0,10,0,0,20022.77,7.0,13,0,111492,240856.0,0.0,0.0
10902,10902,0,138666,0,725.0,654892.0,1,1,0,13043.12,10.0,9,0,135033,331276.0,0.0,0.0
10903,10903,0,180004,0,701.0,952128.0,10,0,0,16186.29,16.0,9,1,151050,215952.0,1.0,0.0
10904,10904,1,345730,1,721.0,1213017.0,9,0,0,8865.02,15.0,12,0,313519,955328.0,0.0,0.0
10905,10905,0,306702,0,742.0,681131.0,10,1,6,13168.52,19.0,12,0,412395,887590.0,0.0,0.0
10906,10906,0,248270,0,736.0,957220.0,2,1,0,12045.05,18.0,9,0,216885,434478.0,0.0,0.0
10907,10907,1,190102,0,742.0,772616.0,3,1,0,13971.46,8.0,8,0,90839,190212.0,0.0,0.0
10908,10908,0,399608,1,640.0,1821435.0,10,0,0,31874.97,14.0,15,0,565687,836550.0,0.0,0.0
10909,10909,0,217624,0,674.0,1353218.0,6,1,1,13983.24,17.0,8,1,159334,398486.0,1.0,0.0
10910,10910,1,195976,0,661.0,1222403.0,10,1,0,14159.56,16.0,14,0,493354,640420.0,0.0,0.0
10911,10911,1,280126,0,7370.0,1931540.0,10,0,0,10253.16,19.0,6,0,40926,254782.0,0.0,0.0
10912,10912,1,64702,0,7020.0,670586.0,10,2,0,21291.4,17.0,9,1,290852,412192.0,1.0,0.0
10913,10913,1,156332,0,726.0,732906.0,3,0,0,7023.73,16.0,11,0,128421,259028.0,0.0,0.0
10914,10914,0,327888,0,709.0,1699056.0,3,0,4,27751.21,16.0,6,0,229406,430518.0,0.0,0.0
10915,10915,0,89166,0,724.0,1347689.0,4,0,2,27088.49,26.0,8,0,899460,1409320.0,0.0,0.0
10916,10916,0,130064,0,700.0,730113.0,2,1,3,8031.11,14.0,6,0,204896,238436.0,0.0,0.0
10917,10917,0,159236,0,742.0,1370318.0,9,0,0,16329.55,11.0,7,0,47975,96118.0,0.0,0.0
10918,10918,0,220550,1,724.0,1009527.0,9,0,0,13965.0,16.0,12,0,134767,362032.0,0.0,0.0
10919,10919,1,332068,1,705.0,658217.0,0,1,0,11282.96,14.0,10,0,337212,535612.0,0.0,0.0
10920,10920,0,223630,0,745.0,1815469.0,10,0,0,21634.35,19.0,9,0,684494,1078330.0,0.0,0.0
10921,10921,0,438724,0,743.0,2008167.0,0,2,0,51542.82,31.0,18,0,951045,1728738.0,0.0,0.0
10922,10922,0,561286,0,684.0,1369368.0,10,1,0,25447.46,21.0,10,1,127452,240350.0,1.0,0.0
10923,10923,0,290884,0,726.0,1082202.0,6,2,0,9108.41,11.0,10,0,305482,565972.0,0.0,0.0
10924,10924,0,214632,0,748.0,558885.0,3,0,2,1788.47,8.0,12,0,76627,603548.0,0.0,0.0
10925,10925,1,326546,1,727.0,1025335.0,10,0,0,14867.5,22.0,9,0,64524,180906.0,0.0,0.0
10926,10926,0,269566,0,739.0,795435.0,7,1,0,14119.09,17.0,17,0,245138,636416.0,0.0,0.0
10927,10927,0,442376,0,712.0,1356353.0,10,1,0,17632.57,26.0,13,0,348327,561748.0,0.0,0.0
10928,10928,0,437492,0,746.0,1133502.0,10,2,0,26731.67,42.0,13,0,599925,1487464.0,0.0,0.0
10929,10929,0,757922,1,694.0,2057187.0,10,2,0,34972.16,20.0,15,0,251845,845218.0,0.0,0.0
10930,10930,1,54274,0,7240.0,978424.0,1,1,1,9596.9,18.0,8,0,319998,373538.0,0.0,0.0
10931,10931,0,110066,0,737.0,608304.0,0,1,3,8059.99,15.0,2,0,1121,17534.0,0.0,0.0
10932,10932,1,62876,0,713.0,1359925.0,10,0,0,14392.5,17.0,20,1,302860,861652.0,1.0,0.0
10933,10933,0,334158,0,693.0,1154364.0,10,0,0,12409.47,11.0,8,1,159695,209396.0,1.0,0.0
10934,10934,1,192918,0,7350.0,600704.0,10,1,0,13415.71,9.0,9,0,435822,654544.0,0.0,0.0
10935,10935,1,330330,0,7240.0,1084083.0,0,0,4,9847.13,23.0,17,0,109402,330726.0,0.0,0.0
10936,10936,0,119020,0,751.0,2429739.0,6,0,3,23487.61,13.0,10,0,20938,605968.0,0.0,0.0
10937,10937,0,172304,0,740.0,525768.0,10,1,0,9463.9,35.8,11,0,319979,723624.0,0.0,0.0
10938,10938,0,770000,1,625.0,1995000.0,3,1,0,26267.5,18.0,9,0,393490,584870.0,0.0,0.0
10939,10939,0,263428,0,733.0,947910.0,1,1,0,9005.24,13.0,9,1,12958,246136.0,0.0,0.0
10940,10940,0,556930,1,691.0,1095426.0,10,0,0,6125.22,13.0,11,0,262922,862422.0,0.0,0.0
10941,10941,0,779174,0,719.0,2691654.0,10,0,0,52935.71,29.0,15,0,1926733,2802690.0,0.0,0.0
10942,10942,1,244486,1,7070.0,867179.0,10,2,0,24642.43,14.0,12,1,164844,329648.0,1.0,0.0
10943,10943,0,331496,1,607.0,2481115.0,7,1,1,15134.83,13.0,7,0,260908,324830.0,0.0,0.0
10944,10944,0,429308,0,703.0,1030161.0,6,2,0,14078.81,10.0,4,0,257811,346698.0,0.0,0.0
10945,10945,1,196922,0,733.0,1118226.0,4,1,0,6988.96,9.0,14,0,154888,390742.0,0.0,0.0
10946,10946,0,244486,0,738.0,610071.0,4,0,0,9100.05,10.0,10,0,132430,320100.0,0.0,0.0
10947,10947,1,87648,0,744.0,1701602.0,7,0,0,9883.42,25.0,9,0,381862,534644.0,0.0,0.0
10948,10948,0,491612,0,686.0,858686.0,8,2,0,19463.41,18.0,9,0,657780,1010152.0,0.0,0.0
10949,10949,0,217932,1,722.0,1562180.0,1,0,0,12419.35,22.0,15,0,142329,374528.0,0.0,0.0
10950,10950,0,175648,0,708.0,1023948.0,10,1,0,15871.27,11.0,7,0,196612,232782.0,0.0,0.0
10951,10951,0,245564,0,739.0,1596551.0,2,0,0,28738.07,15.0,20,1,355414,714472.0,1.0,0.0
10952,10952,0,324500,0,703.0,780140.0,10,1,0,21063.97,15.0,12,0,326439,389686.0,0.0,0.0
10953,10953,0,241472,0,736.0,853119.0,2,1,0,16067.16,5.0,5,0,196023,250250.0,0.0,0.0
10954,10954,0,100606,0,693.0,308921.0,0,2,0,6744.81,9.0,9,0,191425,252714.0,0.0,0.0
1013,1013,0,105798,0,689.0,228437.0,5,1,0,7138.49,12.0,12,0,197809,235862.0,0.0,0.0
10955,10955,1,224004,0,734.0,638419.0,9,1,0,11225.39,11.0,12,1,410590,685058.0,1.0,0.0
10956,10956,0,344696,1,709.0,788690.0,10,1,0,21623.14,14.0,11,0,197942,420552.0,0.0,0.0
10957,10957,0,217954,0,740.0,1279992.0,3,1,0,15679.75,17.0,9,1,143450,364276.0,1.0,0.0
10958,10958,0,174372,0,738.0,1901159.0,10,0,2,27693.45,17.0,13,0,1475084,2253306.0,0.0,0.0
10959,10959,1,164164,0,731.0,998089.0,10,1,0,22373.64,14.0,12,1,176434,508222.0,1.0,0.0
10960,10960,0,289784,0,732.0,963984.0,6,0,0,9238.18,33.0,14,1,157947,270556.0,1.0,0.0
10961,10961,0,405416,1,666.0,705033.0,10,0,19,21679.95,13.0,12,0,174135,800074.0,0.0,0.0
10962,10962,0,87142,0,734.0,752552.0,3,2,0,3555.85,13.0,8,0,77406,128568.0,0.0,0.0
10963,10963,0,206580,0,733.0,1108004.0,10,1,1,7340.65,22.0,4,0,118997,173954.0,0.0,0.0
10964,10964,0,487234,1,739.0,1205018.0,10,0,5,14158.99,27.0,16,0,271833,1374494.0,0.0,0.0
10965,10965,0,167464,0,713.0,1889740.0,9,0,0,8787.31,20.0,17,1,146414,308242.0,1.0,0.0
10966,10966,0,268774,0,743.0,1547512.0,3,1,0,16790.49,9.0,7,0,117610,489874.0,0.0,0.0
10967,10967,0,329714,1,702.0,681131.0,1,1,0,6811.31,13.0,7,1,63878,295834.0,1.0,0.0
10968,10968,0,570482,1,669.0,1624538.0,10,1,0,26534.26,22.0,18,0,207556,651288.0,0.0,0.0
10969,10969,0,225236,0,744.0,3404135.0,10,0,0,40849.62,37.5,14,0,1417476,2276406.0,0.0,0.0
10970,10970,1,88902,0,6720.0,1457775.0,2,1,3,13970.32,10.0,7,0,116907,171138.0,0.0,0.0
10971,10971,0,389378,0,743.0,765985.0,7,2,0,8617.45,26.0,25,0,376960,1474616.0,0.0,0.0
10972,10972,0,97394,0,737.0,743508.0,1,1,0,15551.69,8.0,12,0,90041,176396.0,0.0,0.0
898,898,0,428846,0,703.0,823042.0,10,0,0,13854.61,19.0,13,0,487407,990132.0,0.0,0.0
10973,10973,0,759616,0,729.0,2811525.0,10,0,0,44984.4,14.0,14,1,612427,865832.0,1.0,0.0
10974,10974,1,155100,0,688.0,773756.0,2,1,0,1547.55,15.0,13,0,67070,89562.0,0.0,0.0
10975,10975,0,301378,0,750.0,2583734.0,4,0,0,37248.74,17.0,11,0,1480898,3827516.0,0.0,0.0
10976,10976,0,257972,0,744.0,1021174.0,5,1,0,16253.74,15.0,8,0,112499,264220.0,0.0,0.0
10977,10977,0,97658,0,742.0,1255691.0,10,0,0,6539.99,20.0,7,0,150537,260546.0,0.0,0.0
10978,10978,1,429352,1,6960.0,2852280.0,2,0,2,24482.07,13.0,8,0,1260783,2288176.0,0.0,0.0
10979,10979,0,154858,0,735.0,743052.0,2,0,0,6935.0,17.0,16,0,208012,805574.0,0.0,0.0
10980,10980,0,72072,0,710.0,2527418.0,10,0,6,48020.79,17.0,15,0,186276,390720.0,0.0,0.0
10981,10981,0,152746,0,712.0,1147068.0,10,2,1,16728.17,18.0,5,0,0,0.0,0.0,0.0
