Loan ID,Customer ID,Loan Status,Current Loan Amount,Term,Credit Score,Annual Income,Years in current job,Home Ownership,Purpose,Monthly Debt,Years of Credit History,Months since last delinquent,Number of Open Accounts,Number of Credit Problems,Current Credit Balance,Maximum Open Credit,Bankruptcies,Tax Liens
cc4870ea-e968-43fa-8920-912ba6096b41,e9577b96-ac54-40af-b20c-0cc40dd9a4a8,0,212366,0,712.0,872917.0,< 1 year,1,0,19931.38,19,42.0,20,0,200944,257928.0,0.0,0.0
0ccd09d9-5cc2-4367-bc34-abc049e2ac0f,7e4f7f54-1d18-425c-aa67-8e40fd4b38a2,0,336798,0,691.0,1260441.0,10+ years,0,0,13129.57,39.4,38.0,18,0,124089,733062.0,0.0,0.0
dbde3912-f8dd-4797-986a-f63986747b38,03ead93f-4a1e-40f2-a515-38ad3501c373,0,335192,0,702.0,2508779.0,1 year,1,0,14446.27,16.aug,63.0,8,0,317642,511544.0,0.0,0.0
bbfa8ed0-ecaf-45a6-9392-a25a645ee576,8e2c334e-025d-4f1b-905f-34cb098caf14,0,172348,0,719.0,753692.0,3 years,1,0,8102.17,14.jan,34.0,5,0,74100,135344.0,0.0,0.0
6ce3e0dd-a871-4afd-986a-eb43d70528e1,41efe084-10a2-421e-887d-a7bdcac12bf7,0,306592,1,688.0,1032878.0,1 year,0,0,19022.23,15.jun,78.0,12,1,179265,411048.0,1.0,0.0
4f18aed7-8f13-4d5a-8e66-d6eb90430d52,61a450f6-180d-48ae-9ccc-1f8e8a873afc,0,262922,1,714.0,2895087.0,9 years,0,0,44632.52,23.sep,19.0,27,0,521835,1405184.0,0.0,0.0
648b76db-adfc-4f9e-b4a0-a2edb69871a7,48378452-205b-44ad-aefc-ec2a217af9e2,0,249546,1,724.0,2309184.0,1 year,0,0,16279.77,18.aug,18.0,8,0,60743,265430.0,0.0,0.0
e2349877-1344-4c7e-9ca2-a145d7d9ff97,656de0ac-9b9f-4c47-9b9f-bb460de2204b,0,86262,0,738.0,863208.0,3 years,2,0,19997.88,20.apr,46.0,21,1,269021,1207338.0,0.0,0.0
f92ae9e0-eee5-49f5-833c-a9d053ea93b7,d5218d6b-9db2-4fc9-872d-ec5fa358f9dd,1,215270,0,726.0,855209.0,10+ years,1,0,6841.71,25.jun,10.0,10,1,82536,264704.0,1.0,0.0
5afda50a-9872-4020-ae84-2579d6aac862,3be3170c-f4cc-4160-9329-3bdcfe4e2344,1,184690,0,736.0,945535.0,4 years,1,0,8903.97,16.jan,46.0,7,0,57038,293546.0,0.0,0.0
57857970-154d-4864-9b61-c29ea31c5ebc,c33eb25a-f3ea-438f-b348-2d5fbb68b761,1,668976,1,691.0,2311008.0,10+ years,0,0,35242.91,30,14.0,13,0,184889,601326.0,0.0,0.0
1ea4971e-1d62-427d-b90d-bb6853522a6e,6b27a3e6-9c2d-42f3-b14f-b6eeddf6394d,0,417164,0,709.0,1002364.0,10+ years,0,0,9271.81,21.jul,45.0,8,0,136705,205832.0,0.0,0.0
1c400d7f-93ce-4a02-874a-a2de8a1c2545,828e215d-dd59-4ed1-be52-6b9d0d6027a2,1,525096,0,748.0,1011028.0,6 years,0,0,13985.71,22.apr,42.0,7,0,172140,476872.0,0.0,0.0
cb522823-627f-4f4d-a563-018f0958bf89,5c821f35-7ee0-4d75-9daf-f7c49085c3d0,0,158136,0,690.0,866476.0,2 years,1,1,2729.35,14.jan,36.0,15,0,63156,115522.0,0.0,0.0
28e645df-3742-4133-ac48-f1361b5472c5,118ec4b7-c76c-4df6-9f7e-9e2951ccc30b,0,225126,0,720.0,731044.0,9 years,1,0,7188.46,19.apr,15.0,10,1,200013,238744.0,1.0,0.0
6d5b1b5c-223c-413c-a13f-f27e17861d8e,0b63b0da-eb15-489c-9a9e-2d6ca233207c,0,393976,1,630.0,1455533.0,10+ years,0,0,21347.83,21.maj,32.0,14,0,282264,415800.0,0.0,0.0
cdb3c0b9-9bde-4d01-b951-25d7b231a408,d9f81f39-8908-4939-8724-2902b1aa2e35,0,272646,0,744.0,1506928.0,10+ years,0,0,26120.06,21.mar,40.0,10,0,965903,1686894.0,0.0,0.0
e16f3da5-14e5-4030-8f87-7d49b99d4ff5,8cf8ffd1-870f-43f0-bec1-e4a5d3d5f70a,0,129844,0,735.0,2990144.0,10+ years,0,1,33888.21,28.sep,16.0,9,0,391400,538868.0,0.0,0.0
bf4a0098-97a7-432f-a7e0-267c114082e8,450fa09c-d15f-4103-a767-78ec95c89072,0,612304,0,747.0,1794170.0,4 years,0,0,14248.67,29.sep,24.0,9,0,510720,1411344.0,0.0,0.0
6222e0be-30cc-4575-b5f6-e01a1258b103,6ce7e08c-2852-431a-8c6e-630215246b06,1,279488,0,7000.0,626373.0,3 years,1,0,6837.91,12.jan,60.0,9,0,235239,315986.0,0.0,0.0
0bed494b-e4cd-43d3-85f2-032326dc1cc9,a885cac6-1500-44df-9f7d-9e4c6841be39,1,324368,0,7410.0,1792802.0,4 years,1,0,6797.82,16,41.0,7,0,87381,346500.0,0.0,0.0
6620acd4-401d-4ddb-9d78-599212ce20bf,020dd440-42ea-47c0-8fd1-4ce13904f5c8,0,223168,1,705.0,1252784.0,7 years,0,6,20566.55,17.aug,29.0,26,0,236379,918434.0,0.0,0.0
4a7ff364-bcd1-4e33-9389-3777b6a889b8,fbf0a5bc-1f06-4e05-9b0b-cc6a4caf1f6c,1,415910,0,693.0,1126890.0,6 years,0,2,12301.93,12.feb,17.0,7,0,221635,263230.0,0.0,0.0
85da406d-d226-427f-ab0f-463bcc4dac05,39fb4ac1-798f-4646-ae79-c3f2c22acd1c,1,232760,0,725.0,654493.0,10+ years,0,0,13526.1,20.aug,51.0,17,0,359195,938828.0,0.0,0.0
09737c47-c3f4-478a-aaab-e6febe94057b,6e8cf0e7-979a-4f14-a2fe-ba740d6ba278,0,311960,1,702.0,1393517.0,10+ years,0,0,8779.14,13.maj,58.0,14,0,115349,344212.0,0.0,0.0
84f7d3ac-f5a7-406e-a8df-18e4d421a8c6,3b423e5c-b7e1-42f9-9157-487237d1c31b,0,71698,0,718.0,676324.0,5 years,0,0,3409.74,16.feb,54.0,6,1,71744,180994.0,1.0,0.0
2ba4c2fa-9755-46d2-9b5d-fd9d254e69c2,666cc3ad-65fe-4708-9fd4-75910d6b5ccc,0,638660,1,656.0,1226032.0,7 years,0,0,26053.37,20.feb,49.0,10,0,547143,1151876.0,0.0,0.0
f631e84b-63ce-406e-b497-5547fd8ea67b,6706eabd-8728-4cbe-9893-145f3b22be1d,0,548174,0,663.0,3467557.0,6 years,2,0,24272.88,14,39.0,14,0,222300,503734.0,0.0,0.0
98722d22-b79e-4caf-ae0e-45923528b28d,55034780-31c1-40bd-9c2c-e7898d360362,0,215974,0,741.0,1865230.0,6 years,0,0,25180.7,22.jul,35.0,10,0,180215,356092.0,0.0,0.0
6c0f9fc7-c005-4602-a58b-28521838534a,c10cd4e0-1805-439b-b062-25a8df63396a,0,731852,1,677.0,1438680.0,10+ years,0,0,25057.01,22.apr,36.0,11,2,106324,172172.0,0.0,2.0
13c34f9c-8546-480a-86b9-69f83568b37c,93774e00-bedb-4ce4-8582-9cb01c10b702,0,355124,1,701.0,1533528.0,5 years,1,0,22747.37,14.jan,53.0,16,1,215308,951544.0,1.0,0.0
89a7b635-b11d-42bc-8ff8-2c363d5731de,c5c7c00f-e785-4221-8204-e1959e5e6982,0,216106,0,742.0,1343794.0,10+ years,1,0,23202.8,21.maj,25.0,10,0,316160,527494.0,0.0,0.0
5c0d160d-798c-4139-b101-d7d2033a219c,957f81ed-be3c-4d28-8786-8de65160c78d,0,443960,1,638.0,3163215.0,4 years,0,1,67218.39,15.maj,8.0,17,0,120726,170874.0,0.0,0.0
56ef7189-4b8e-4a11-a665-3b002c013e1c,8cb62404-9df4-4102-ae2a-78a19389f9bc,0,51414,0,744.0,386118.0,4 years,1,0,6885.79,28.aug,29.0,7,0,27360,94006.0,0.0,0.0
a557bb39-6009-496a-8076-13345c2d655c,09551bce-da2c-4512-b811-6c32a07c11c8,0,263714,1,717.0,4744775.0,8 years,0,0,72357.89,34.5,55.0,10,0,594738,760078.0,0.0,0.0
19a948f3-dc77-40ff-bfd4-e0d3a22f746d,32b9f205-1f85-4fc9-ace0-8e0e52ee309d,0,693660,1,673.0,2957863.0,10+ years,0,0,55460.05,21.mar,37.0,22,0,350151,630542.0,0.0,0.0
a52d20e1-7d03-4fdc-a255-dd32e3ca56d5,f751cace-c532-4677-998d-a9d74a8d9806,1,48268,0,720.0,217911.0,< 1 year,2,1,4013.18,07.apr,29.0,6,0,71782,138292.0,0.0,0.0
1f8b8ef4-9c7c-4491-8dd8-d26dd564217b,bd4174b5-b81c-48d5-84a2-efce7273360e,1,386408,1,709.0,1019711.0,6 years,1,0,19289.56,23.maj,72.0,8,2,429419,798116.0,0.0,0.0
c8b9b690-cbc5-477c-b163-fb744af2b8dd,06eadc94-9408-4b48-9520-38864489871f,0,264748,0,744.0,1238458.0,< 1 year,1,0,11971.71,11.aug,44.0,10,0,275443,540584.0,0.0,0.0
6b7e065a-9950-4422-842b-1e5c5046b299,8b7827e2-15a3-451c-8f4f-17858c5e81fc,0,313456,0,710.0,932482.0,10+ years,0,0,20980.75,17.sep,34.0,7,0,527554,725494.0,0.0,0.0
8b23f72d-8fe8-4f86-b0f9-66bba581e64d,25410b76-2896-48b4-ae77-a1e30c7f2089,0,130064,0,738.0,936130.0,10+ years,0,2,11389.55,25.sep,77.0,8,1,53656,119262.0,1.0,0.0
181f3567-7f2f-43c3-9778-3c7509e0ef93,45809eb7-4537-40bd-84aa-820f7ab277c7,0,219758,0,708.0,873031.0,2 years,0,0,17751.7,19.feb,23.0,8,0,76114,98912.0,0.0,0.0
44baae9a-51f5-474b-8165-8c4d007824c6,3b4fc8db-2218-4c9d-9824-ca06626e0211,1,127952,1,733.0,1222536.0,6 years,0,0,16076.28,22.jan,58.0,8,0,92169,268136.0,0.0,0.0
8e18adcb-6c48-4100-831f-1ecd02cc9e0f,f4c5fe16-e3e8-43cb-8253-1d28c25770e7,0,191092,0,728.0,1875490.0,10+ years,0,0,20161.47,15.jun,14.0,12,0,231914,568942.0,0.0,0.0
bb51c5ae-a4dc-4836-9bb8-13d4f2eae77f,4c394e3d-b54a-499c-8dae-243317a60720,0,262460,1,696.0,793364.0,10+ years,1,0,18049.24,14,9.0,25,0,197220,542432.0,0.0,0.0
9d7206fe-4551-4500-a051-897e0d550fa9,a78200ed-9a91-4667-9647-47cfe8041150,0,173712,0,723.0,656355.0,3 years,1,0,11978.55,12.maj,27.0,9,0,124051,271524.0,0.0,0.0
76817d2c-4dd9-4d3a-83fa-a6d6ac192ca9,02a92d8a-0508-40eb-9bb5-a9c6fc1019cd,0,453530,1,667.0,1506472.0,1 year,1,0,16571.23,18.jul,50.0,12,0,353875,628430.0,0.0,0.0
3b8a134b-963c-4331-9588-8c0b4311b021,608611e2-f6f2-4516-9b0f-80cee808c05d,0,538450,1,692.0,1860100.0,9 years,0,0,34876.97,14.apr,28.0,13,0,222490,417538.0,0.0,0.0
71dbb036-d133-4611-b387-a1ba62cd5ae5,b8720b8a-10df-4c9c-b499-021a8cb9dd5d,0,234102,1,715.0,1097516.0,10+ years,0,2,20121,18.apr,67.0,12,1,469015,767052.0,1.0,0.0
2b2bac14-29ab-40cf-9879-87a6d7d366f0,1a38d11c-9698-4695-9070-f8d818a9c6dd,0,198484,0,743.0,952280.0,8 years,0,0,15633.2,17,18.0,15,0,277856,744744.0,0.0,0.0
258be36a-d8c7-4e2e-a72d-e8c18e69fd7b,9df45839-070a-4ca9-8823-fad775d80f7e,0,120472,0,711.0,677502.0,< 1 year,2,0,8638.16,08.jan,37.0,19,0,146699,206162.0,0.0,0.0
6d9158f5-ab8e-4d07-8938-07e10691f7b3,59d717c7-daba-4eac-b818-ee5a6a257083,1,207636,0,738.0,933945.0,4 years,0,0,2015.9,14.feb,72.0,8,0,106666,307208.0,0.0,0.0
cf6a8f45-b463-45d0-97f0-66a3dbe6ce8e,bbb3383b-f33c-407c-98f4-9dd63b878928,1,225060,0,7420.0,796917.0,3 years,1,0,17864.18,15.maj,14.0,11,0,135470,270006.0,0.0,0.0
5ad2079b-8ea0-46a1-ba0c-5feb8f95f927,82e6f16a-2597-4559-8eea-5229fe35d6e5,0,394900,0,747.0,1686269.0,6 years,1,0,15878.87,09.jan,54.0,12,0,8987,611688.0,0.0,0.0
3b40832c-9495-4cad-af09-d941d2660e8f,d4683df2-6cb0-4417-a1b7-af6e37757085,0,198616,0,717.0,773072.0,3 years,0,0,16492.19,13,69.0,13,0,74252,109670.0,0.0,0.0
fbb6d957-4ecd-493d-aaef-c5210b1a8a6c,306a3005-7f22-4c19-a8e6-cb69c50faa43,1,399168,0,730.0,1398096.0,8 years,1,0,11883.74,15.maj,33.0,9,1,164958,470448.0,0.0,0.0
fccc0f89-d3a1-4cf2-9b39-bb915ae97b9a,91e4ce3b-d824-4041-aedb-fb4f64142cd9,0,429264,0,715.0,704387.0,4 years,1,0,9391.89,13,16.0,12,0,26809,229900.0,0.0,0.0
7ae169b9-3f99-41a8-815b-27f30d785baa,3ddfc2ab-e751-47bc-88ad-cce07763e3f5,0,65692,0,684.0,1040193.0,8 years,1,0,17509.83,16,5.0,25,0,185231,841082.0,0.0,0.0
4164ce0b-89bb-45b4-8fe5-3f385e772916,56577b66-07a6-417b-acca-394d7a42170c,0,306240,0,714.0,1205683.0,9 years,1,0,9725.72,32.2,8.0,7,0,18506,93192.0,0.0,0.0
577e60b6-d08b-40a1-9a96-fbbc71aa65a6,cd45d3db-94cb-415b-95ea-a0d7705a015d,0,256454,1,707.0,1045627.0,10+ years,0,0,29800.36,19.maj,35.0,18,0,347225,825572.0,0.0,0.0
f79462ac-df21-4f5b-919f-dbf3bd3b7815,60715bc6-ea96-44d4-bb93-3a67e777d397,0,306130,1,714.0,1605158.0,< 1 year,2,0,18191.55,13.maj,18.0,15,0,271757,590370.0,0.0,0.0
71227ba8-edea-4c69-a624-5cff10971fbe,044ed96e-752a-41b9-a21b-18f9b18c1c34,1,171952,0,729.0,742520.0,10+ years,1,0,13612.74,12,72.0,8,1,93974,165616.0,1.0,0.0
4f56e8af-1e9e-4f10-afae-21e7f1f93c01,8e31da98-a5d1-43a4-bd7d-08d389ccd9aa,0,324258,0,735.0,2427022.0,5 years,1,0,34180.43,17.jul,20.0,20,0,2682306,3649624.0,0.0,0.0
163cfd9f-0d9b-4f5d-aa4d-c18727be447d,da832d82-ba12-4be1-a2c9-944bfa59c9dd,0,108064,0,715.0,563844.0,4 years,1,0,5920.21,09.apr,47.0,3,0,37753,45034.0,0.0,0.0
251134b4-ef01-474d-ba80-d6e731c00ef9,48ecb5f6-bd0f-4c88-b254-74e8e1eeb814,0,325512,0,713.0,930601.0,10+ years,1,0,15044.77,12.feb,20.0,6,0,161025,242462.0,0.0,0.0
fbc9f89d-8558-4e31-8f76-ea7b307ce829,43de4f4e-4813-4b98-ab3b-ebb116e0a569,0,67562,0,719.0,1264279.0,8 years,0,0,19490.77,12.maj,78.0,8,0,112385,130636.0,0.0,0.0
98ab2ab3-1671-4990-a1e3-48ee089e4679,259d8be6-6afb-46b4-9309-14bfdcc9fedc,0,449680,0,739.0,1747620.0,7 years,0,0,36263.21,09.sep,45.0,15,0,313405,707388.0,0.0,0.0
54417e35-2e25-4aea-b83a-d52a060b1398,6201f781-d2a6-4bbf-8f5b-afa83c412559,0,269478,0,715.0,930905.0,6 years,0,0,26143.05,20.aug,76.0,16,1,265772,575212.0,1.0,0.0
32abfc3d-a1d8-4344-a558-4a1be51c1c18,6742cff9-8609-4f27-8de8-be461bde7a04,0,213752,0,747.0,1153794.0,10+ years,1,0,19056.81,17,19.0,10,0,8474,755326.0,0.0,0.0
58f94256-7aac-4d31-8301-00f640d48f21,4da089b3-2a0e-4bd1-ac95-1ba125bdcdbb,0,112706,0,744.0,973275.0,10+ years,0,0,7688.92,13,14.0,9,0,99750,220814.0,0.0,0.0
a16cee04-d77b-49ef-8c6a-7605130afe1e,d0ff9097-bed0-480b-80d1-39777a50792c,0,150216,0,740.0,1760597.0,1 year,1,0,9551.3,20.sep,16.0,9,0,13129,183040.0,0.0,0.0
b4d4d659-289d-43d1-bcc6-d9ea07e22c06,e14cce30-64ca-4c2d-a561-2a9e32794fae,1,238854,1,703.0,693861.0,7 years,1,0,16652.74,14,39.0,13,0,132240,293348.0,0.0,0.0
1505cfeb-5663-4507-804b-af43ba9ee877,804213f4-73b3-49d4-9f6b-cd8bfa09d279,0,257444,0,739.0,1037609.0,10+ years,0,0,17985.4,29.jan,63.0,9,0,191710,765468.0,0.0,0.0
50e18433-b72a-44ec-9415-45334d2be69d,8f316f59-314a-4dbb-9625-a9f1df648c0d,0,237930,1,711.0,1245374.0,1 year,0,0,30511.72,22.sep,44.0,11,1,145635,201938.0,1.0,0.0
67dd14b9-318f-490d-8e3f-b0898b5d5ff8,a5ceece0-c917-49f4-9c92-933093287117,0,545842,1,676.0,1123660.0,4 years,1,0,36331.8,17,49.0,20,0,445341,935858.0,0.0,0.0
6b79022e-6712-41a5-855d-20311ab40d2f,85ee2e04-1cd1-428d-a66a-e658f9ea48f7,0,245278,1,683.0,916009.0,8 years,0,0,15648.59,09.maj,73.0,7,0,75886,291962.0,0.0,0.0
2670012f-e8b1-45e0-b3d5-ed42dccbb2d0,48af83bc-a382-4872-aa82-362c7d23c440,0,398222,0,719.0,1108175.0,10+ years,1,0,22440.52,31,22.0,20,0,478154,1006654.0,0.0,0.0
a30597fe-521e-4cf8-84b2-1e204d2916c9,32821491-7434-4977-b5d3-0c54c17d8869,0,153362,0,746.0,1892210.0,4 years,0,0,19174.42,31.jul,18.0,8,0,468806,714252.0,0.0,0.0
990ab02a-82c7-4907-a171-e18e6657d2ae,a2f53cf0-4be4-4fb3-b256-99715f5310ca,1,261052,0,747.0,2160528.0,9 years,1,0,24305.94,20.apr,50.0,23,0,160265,751322.0,0.0,0.0
8d5b0ade-a997-4b71-b861-ebe0d34d1390,2fd6c069-3088-425c-a103-2bcd39045412,0,138534,0,703.0,1215126.0,2 years,0,0,13568.66,14.feb,47.0,6,0,47500,56298.0,0.0,0.0
6f589ad6-6917-4512-a6ce-78844465294a,4f136098-a7fb-4473-aa86-4f7e140bde0f,0,217470,0,747.0,1877219.0,10+ years,0,0,12201.99,30,12.0,22,0,407968,1769240.0,0.0,0.0
7b5bf9be-f2c1-4cfa-a409-4ffec9f8027f,748bc205-e205-481b-9012-60f0385f288f,0,244420,1,696.0,2461184.0,4 years,0,5,31585.22,27,2.0,27,0,227373,2289430.0,0.0,0.0
43c5c245-1f03-4b7f-b683-b92ee01137a2,7db5f79b-ebae-49a4-9055-a7562b285389,0,108856,0,672.0,1692045.0,2 years,1,1,23688.63,6,17.0,13,1,83600,509498.0,1.0,0.0
050e083a-a5b8-44ad-abf4-59523ab5f79d,0b0d12e0-e593-49fc-9dd2-e01b8a3ae121,0,216194,0,731.0,552539.0,10+ years,1,0,10820.69,15.apr,9.0,11,0,251674,419298.0,0.0,0.0
ea33fcf7-2771-4c10-b8fb-e07e27f63833,eaa4e4e9-ea49-43c9-b49f-8c45fb8e7de6,1,107492,0,6810.0,807576.0,4 years,1,3,3936.8,09.jan,16.0,5,0,43833,111782.0,0.0,0.0
16c87061-fa1c-4be4-85ce-11149f6ae05f,68f48b57-2a62-4da7-8e4f-b53aae8c1a4d,1,780560,1,614.0,1637135.0,5 years,2,2,43383.84,25.jul,30.0,10,1,265354,618200.0,0.0,1.0
4dcda11c-b123-45ac-877d-fff32249a0fd,60f0f4e0-3986-46e3-bb5e-64bdce9c045f,1,432168,1,693.0,1404632.0,9 years,1,0,24229.94,12.mar,17.0,15,0,308047,457886.0,0.0,0.0
ae52a4ae-e7d1-41a9-89c4-85a86c787d0d,cc58d787-d423-40ee-b1e5-706be95eaf7f,0,536976,0,668.0,1780775.0,10+ years,1,0,27453.48,38.8,39.0,11,0,732754,968550.0,0.0,0.0
73c6c64b-f8cb-4b28-a0ac-6e5b7a9a4386,a7abd60b-7a59-425d-9925-460987ec6c3e,1,392722,0,748.0,1168215.0,< 1 year,2,0,15089.42,30.sep,30.0,18,0,120498,375056.0,0.0,0.0
35b95e62-356a-4526-8f1a-281d2526f8af,8d4039e2-37db-400c-9fd8-b63fbf875555,1,234058,0,7070.0,2467530.0,7 years,0,2,14126.69,17.maj,36.0,9,1,86583,169356.0,1.0,0.0
5c9addeb-1331-409e-9c79-a6f0b726a2b0,fdd59d55-6bfb-497c-9858-42883d4ba3f6,0,428846,0,703.0,823042.0,10+ years,0,0,13854.61,19.feb,50.0,13,0,487407,990132.0,0.0,0.0
8d5b20d2-2552-4a19-8f6e-0d020a5b5495,f7e430c4-029f-4ca6-9ca3-21ffca56f5bf,0,198308,0,706.0,846431.0,6 years,1,0,4753.99,16.apr,31.0,8,0,58881,112310.0,0.0,0.0
33ea9584-8aa9-4765-b235-8e9e44a0d708,8d1de553-e0ea-429f-9791-f55fa8c99ee1,1,292490,0,7390.0,1029857.0,10+ years,0,0,21713.01,22.jan,31.0,15,0,387714,811800.0,0.0,0.0
8f3b3480-9378-4632-aaf3-a54c8d17b7f9,6944e76f-c877-4782-bd47-8689b418d091,0,668712,0,684.0,3368890.0,10+ years,0,4,53902.24,29.jul,28.0,11,1,141037,265100.0,0.0,1.0
b4da4220-cd62-4a94-b9d2-69f9eafb4e07,e4b13240-43a4-49e6-be12-bf70f69d9492,0,220880,0,744.0,1239940.0,10+ years,2,2,1797.97,13,51.0,4,1,42370,225038.0,1.0,0.0
206f6202-418f-4a41-bfe8-0a82e121f8af,336159c4-7a7a-4ece-ac14-dbba1de63e4a,0,249480,1,708.0,1124154.0,3 years,0,0,7925.28,14.sep,15.0,5,0,160569,701580.0,0.0,0.0
dc5caefb-5db3-4256-a7a9-acb6a4944876,5c9f4154-4962-4f0f-abf5-db4f2a8ce2d5,0,111034,0,701.0,1150716.0,7 years,1,0,25891.11,16.jul,2.0,13,1,178334,357258.0,1.0,0.0
b266ca49-7619-4fb7-98c6-8d0e9fe30462,d40c5b24-8646-4128-8fec-6e005d4bcaff,0,267806,0,692.0,1060048.0,10+ years,1,0,10688.83,18.maj,24.0,9,1,243428,319220.0,1.0,0.0
4754988e-60ad-4459-8fb3-8d7ed1f644df,f00775f8-f70a-47e2-84c2-7597aab3b430,0,548790,1,686.0,2972189.0,10+ years,0,20,6885.6,30,41.0,12,0,21565,402930.0,0.0,0.0
9888d520-0152-48e9-967b-1df32115fa18,5f071653-25b3-4940-82b2-74a44cb5c052,1,185306,0,716.0,1223771.0,10+ years,1,0,17948.35,16.jan,32.0,19,0,109896,130768.0,0.0,0.0
54e70d31-fee1-4f17-9689-19d970243b24,ad9257ea-3056-4867-a4d3-7b1938405649,1,560956,1,668.0,3391253.0,2 years,0,1,35325.56,30.mar,22.0,29,0,570912,2592348.0,0.0,0.0
2596a446-45a6-4432-9489-f7e76fc45709,0fde2e42-e7af-4ec6-b51a-b74b5c410f03,0,432168,1,714.0,2090114.0,2 years,0,0,18114.41,18.jul,18.0,10,0,154508,378202.0,0.0,0.0
c28ee21c-119f-48a6-93e7-e8880b4e1ec3,30e42314-3fe5-49e7-a758-dabd45d5901c,0,457402,1,670.0,903526.0,10+ years,0,0,22362.24,27.maj,24.0,15,0,306736,369578.0,0.0,0.0
ece3b54a-304a-48d1-980e-9421cdd7d29e,75fc6688-6d38-4b76-b145-c80552130679,0,328152,0,699.0,944680.0,6 years,1,0,18027.77,15.jun,71.0,16,0,301169,385308.0,0.0,0.0
b06551fc-0c7d-442e-90ec-476f36ba44bf,2b7823a3-a277-4ca0-8e70-a52608a32549,0,166232,0,723.0,1152312.0,10+ years,1,0,18532.98,21.mar,65.0,6,1,31312,258918.0,1.0,0.0
9b44657f-fb4c-4f0e-bdaf-a984058c5742,64eae788-ea19-403a-b2d5-9bc9d1c8ce12,0,206602,0,741.0,1607666.0,10+ years,0,0,18622.28,11,35.0,11,0,173242,310024.0,0.0,0.0
3ea33bd6-0431-4c49-9b2e-7e7d9bc25711,9dbdf5a9-9d16-4ade-8c3f-2c0b86636f60,0,301620,0,724.0,1068674.0,10+ years,0,0,23867.23,27.jan,19.0,18,1,170962,423896.0,1.0,0.0
a9a806b2-8c91-4f5e-8c8b-08816e8f920c,c8a92289-6e3a-418e-acf6-c0ebcd93983c,1,531850,0,7490.0,1626799.0,9 years,0,0,6547.97,15.aug,70.0,12,0,380114,1202542.0,0.0,0.0
5401d2ee-b69a-4893-a1ea-20c966dfd034,b1c51dbc-523f-466a-a72c-c18d0d619b84,1,492536,1,693.0,1070707.0,8 years,0,0,21146.43,19.aug,10.0,14,0,479845,736890.0,0.0,0.0
1a60b701-62f7-47cb-9dc9-ff2b4be48678,be88bd89-226e-4349-90e1-8647f88bb5d0,1,184492,0,741.0,758708.0,4 years,1,0,14099.33,10.maj,80.0,7,0,104329,408078.0,0.0,0.0
b6f1fbf3-e79f-4a99-82e4-0e9324257c8e,e104b113-a9e7-459f-b196-cff5c6de9f12,0,206074,0,682.0,578930.0,1 year,1,0,11385.56,09.aug,65.0,6,0,85424,182842.0,0.0,0.0
b8eac0af-96d4-4e57-99ff-9c0ddc794960,1c80d5ad-8367-4894-ab6f-cdda4c5504af,0,248952,1,713.0,1156150.0,1 year,1,0,31023.58,15.apr,67.0,19,3,80408,151140.0,1.0,1.0
76049649-fdae-47ea-8256-b0d9a4693fcf,3e7e8f60-1fc1-411f-886b-3964cb9bc807,0,322652,0,733.0,724470.0,6 years,1,0,11048.31,14.aug,42.0,10,1,120422,188958.0,0.0,0.0
045b2063-0e78-4893-96bc-9737cf39938b,65dd53bb-6b66-46c4-87c5-137dbed15bf6,1,193996,0,735.0,2233944.0,10+ years,1,0,8246.95,16.maj,16.0,14,0,285171,530860.0,0.0,0.0
b6d8f0db-e036-42f1-a2b5-73786010d2c7,e604834b-2b48-44dd-9e24-19fad4c81602,1,621918,1,715.0,2148425.0,10+ years,0,0,20947.12,20.maj,19.0,9,0,585884,784278.0,0.0,0.0
f5d43f75-ee0f-4e7c-aa49-1887dae22665,91688b35-d725-4ac5-85f8-981a9a75b06d,0,133914,0,699.0,1831182.0,2 years,0,1,17243.45,16.maj,61.0,9,1,33364,58014.0,1.0,0.0
c30ac970-ed8b-4f72-b71f-b85e8fb9276e,f0dbbaf0-b2d7-48d5-8248-073986908b40,0,286968,0,719.0,1408185.0,10+ years,0,0,20066.66,17.sep,6.0,17,0,457900,1109218.0,0.0,0.0
73c340ab-cfeb-46d8-ac80-19ea09f2d85d,1e1534ac-8c70-4298-a7e0-eb74462ae000,0,479490,0,747.0,1223524.0,7 years,0,0,28344.77,25.sep,78.0,9,0,277134,438372.0,0.0,0.0
a29af53d-7954-428c-9619-47bb2b9efee5,1e8561ec-4905-42f6-b4e3-2310e45227e0,0,408540,0,718.0,1335054.0,8 years,0,0,21027.11,14.jul,18.0,12,0,271548,335566.0,0.0,0.0
6ba671df-e5e3-4c24-bf62-70d18df8cfe1,90dcefd9-b407-45eb-9937-cf0b0177eb10,1,300388,0,692.0,1152996.0,3 years,0,0,25750.32,10.jan,28.0,17,0,130302,369798.0,0.0,0.0
86fed8c5-74f9-47f5-b429-26ec42e8a348,e5ba349d-d3a4-4822-870b-d333152133db,0,327800,0,749.0,1226735.0,2 years,0,0,19627.57,14.jan,79.0,14,0,290776,1058750.0,0.0,0.0
633cbdd7-48cc-47b5-91f3-0a91d89bc1ae,0f772e7e-f71a-4fd0-ac87-50db06d4f263,0,188672,0,652.0,1008748.0,10+ years,1,0,3127.21,11,47.0,5,0,68153,96580.0,0.0,0.0
